Comments,Reviews,Platform 
The lack of playgrounds for children is a problem in this area.,Negative,Facebook
This article is full of speculation and conjecture.,Negative,Twitter
This brand is known for its poor employee treatment.,Negative,Twitter
The new update has made the app slower and less responsive.,Negative,Twitter
The politician is just making false promises to win the election.,Negative,Twitter
The poor quality of the drinking water is a serious health concern.,Negative,Facebook
This 'news' is based on a single  unverified source.,Negative,Twitter
This brand's products are overpriced for the quality they offer.,Negative,Twitter
The new algorithm is hiding important posts from my feed.,Negative,Twitter
The referee is clearly biased and should be investigated.,Negative,Twitter
The problem of stray dogs in our locality needs to be addressed.,Negative,Facebook
This article is a masterpiece of biased reporting.,Negative,Twitter
This brand is known for its unethical data collection practices.,Negative,Twitter
The constant requests to rate the app are very annoying.,Negative,Twitter
The politician's speech was full of contradictions.,Negative,Twitter
The poor state of public parks is a matter of concern.,Negative,Facebook
This 'report' is just a collection of opinions  not facts.,Negative,Twitter
This brand's products are known to have a very short lifespan.,Negative,Twitter
The new app version is full of bugs and glitches.,Negative,Twitter
The referee's decisions are spoiling the spirit of the game.,Negative,Twitter
The high cost of education is a major burden on parents.,Negative,Facebook
This article is intentionally misleading its readers.,Negative,Twitter
This brand's customer support is outsourced and unhelpful.,Negative,Twitter
The new update has made the app's navigation very complicated.,Negative,Twitter
The politician is just fear-mongering to gain support.,Negative,Twitter
The lack of parking space in commercial areas is a huge issue.,Negative,Facebook
This 'study' was funded by the company that benefits from its findings.,Negative,Twitter
This brand is known for its horrible treatment of employees.,Negative,Twitter
The constant political arguments are making this group toxic.,Negative,Facebook
The problem of open manholes is a serious safety hazard.,Negative,Facebook
This article is a classic case of correlation not equaling causation.,Negative,Twitter
This brand's products are made with harmful chemicals.,Negative,Twitter
The new algorithm is promoting sensationalist content over quality.,Negative,Twitter
The politician's speech was just a publicity stunt.,Negative,Twitter
The poor maintenance of public parks makes them unusable.,Negative,Facebook
This 'news' is just a PR piece for the corporation.,Negative,Twitter
This brand is known for its planned obsolescence strategy.,Negative,Twitter
The constant pop-ups for the premium version are making me delete the app.,Negative,Twitter
The referee's incompetence is clear for all to see.,Negative,Twitter
The menace of mosquitoes has increased after the recent rains.,Negative,Facebook
This article is full of ad hominem attacks.,Negative,Twitter
This brand is notorious for its difficult cancellation process.,Negative,Twitter
The new update has introduced a lot of intrusive ads.,Negative,Twitter
The politician is just trying to create a controversy.,Negative,Twitter
The problem of water scarcity in our region is alarming.,Negative,Facebook
This 'report' is just a rehash of old  debunked theories.,Negative,Twitter
This brand's products are notorious for breaking down easily.,Negative,Twitter
The new feature is poorly implemented and full of bugs.,Negative,Twitter
The issue of child labor in this industry needs to be addressed.,Negative,Facebook
This article is using emotional manipulation to make its point.,Negative,Twitter
This brand is known for its terrible environmental record.,Negative,Twitter
The new algorithm change has destroyed my reach.,Negative,Twitter
The politician's speech was full of empty platitudes.,Negative,Twitter
The poor sanitation in the area is a breeding ground for diseases.,Negative,Facebook
This 'news' story is based on a single anonymous source.,Negative,Twitter
This brand's products are a classic case of style over substance.,Negative,Twitter
The constant data collection by this app is creepy.,Negative,Twitter
The referee should be suspended for such poor officiating.,Negative,Twitter
The problem of air pollution is getting worse every year.,Negative,Facebook
This article is riddled with confirmation bias.,Negative,Twitter
This brand's advertising is incredibly annoying and intrusive.,Negative,Twitter
The new update has made the app's design look dated.,Negative,Twitter
The politician is just deflecting from their own failures.,Negative,Twitter
The poor quality of public infrastructure is a major concern.,Negative,Facebook
This 'expert' opinion is not supported by any scientific evidence.,Negative,Twitter
This brand's products are known to be unreliable.,Negative,Twitter
The new feature is hidden behind a paywall  which is disappointing.,Negative,Twitter
The problem of unemployment among the youth is a serious issue.,Negative,Facebook
This article is a classic example of whataboutism.,Negative,Twitter
This brand is known for its unethical marketing to children.,Negative,Twitter
The new algorithm favors big corporations over small creators.,Negative,Twitter
The politician is just using identity politics to divide people.,Negative,Twitter
The lack of green spaces in our city is a problem.,Negative,Facebook
This 'news' report is full of sensationalism.,Negative,Twitter
This brand's products are made from cheap  unsustainable materials.,Negative,Twitter
The constant requests for location access are a privacy concern.,Negative,Twitter
The problem of noise pollution from vehicles is getting worse.,Negative,Facebook
This article is using anecdotes as evidence  which is not reliable.,Negative,Twitter
This brand's products are known to be difficult to repair.,Negative,Twitter
